id1,id2,sign
1.0,2.0,1.0
1.0,4.0,1.0
1.0,9.0,1.0
1.0,10.0,1.0
1.0,11.0,1.0
1.0,15.0,1.0
1.0,17.0,1.0
1.0,18.0,1.0
1.0,20.0,1.0
1.0,22.0,1.0
1.0,29.0,1.0
1.0,30.0,1.0
1.0,35.0,1.0
1.0,37.0,1.0
1.0,38.0,1.0
1.0,42.0,1.0
1.0,44.0,1.0
1.0,57.0,1.0
1.0,58.0,1.0
1.0,67.0,1.0
1.0,68.0,1.0
1.0,71.0,1.0
1.0,72.0,1.0
1.0,75.0,1.0
1.0,76.0,1.0
1.0,87.0,1.0
1.0,89.0,1.0
1.0,90.0,1.0
1.0,95.0,1.0
1.0,96.0,1.0
1.0,112.0,1.0
1.0,113.0,1.0
1.0,115.0,1.0
1.0,116.0,1.0
1.0,117.0,1.0
1.0,118.0,1.0
1.0,121.0,1.0
1.0,123.0,1.0
1.0,124.0,1.0
1.0,126.0,1.0
1.0,142.0,1.0
1.0,146.0,1.0
1.0,151.0,1.0
1.0,152.0,1.0
1.0,154.0,1.0
1.0,155.0,1.0
1.0,156.0,1.0
1.0,158.0,1.0
1.0,160.0,1.0
1.0,161.0,1.0
1.0,174.0,1.0
1.0,175.0,1.0
1.0,178.0,1.0
1.0,179.0,1.0
1.0,194.0,1.0
1.0,196.0,1.0
1.0,214.0,1.0
1.0,222.0,1.0
1.0,223.0,1.0
1.0,231.0,1.0
1.0,247.0,1.0
1.0,249.0,1.0
1.0,250.0,1.0
1.0,255.0,1.0
1.0,256.0,1.0
1.0,258.0,1.0
1.0,259.0,1.0
1.0,260.0,1.0
1.0,264.0,1.0
1.0,276.0,1.0
1.0,290.0,1.0
1.0,291.0,1.0
1.0,292.0,1.0
1.0,296.0,1.0
1.0,300.0,1.0
1.0,301.0,1.0
1.0,304.0,1.0
1.0,305.0,1.0
1.0,309.0,1.0
1.0,330.0,1.0
1.0,331.0,1.0
1.0,333.0,1.0
1.0,346.0,1.0
1.0,347.0,1.0
1.0,351.0,1.0
1.0,370.0,1.0
1.0,373.0,1.0
1.0,377.0,1.0
1.0,379.0,1.0
1.0,395.0,1.0
1.0,396.0,1.0
1.0,416.0,1.0
1.0,430.0,1.0
1.0,432.0,1.0
1.0,439.0,1.0
1.0,454.0,1.0
1.0,455.0,1.0
1.0,459.0,1.0
1.0,462.0,1.0
1.0,472.0,1.0
1.0,474.0,1.0
1.0,483.0,1.0
1.0,491.0,1.0
1.0,493.0,1.0
1.0,503.0,1.0
1.0,507.0,1.0
1.0,517.0,1.0
1.0,519.0,1.0
1.0,523.0,1.0
1.0,529.0,1.0
1.0,534.0,1.0
1.0,543.0,1.0
1.0,545.0,1.0
1.0,554.0,1.0
1.0,563.0,1.0
1.0,578.0,1.0
1.0,586.0,1.0
1.0,587.0,1.0
1.0,594.0,1.0
1.0,596.0,1.0
1.0,613.0,1.0
1.0,617.0,1.0
1.0,623.0,1.0
1.0,625.0,1.0
1.0,636.0,1.0
1.0,637.0,1.0
1.0,649.0,1.0
1.0,683.0,1.0
1.0,697.0,1.0
1.0,701.0,1.0
1.0,709.0,1.0
1.0,710.0,1.0
1.0,712.0,1.0
1.0,725.0,1.0
1.0,734.0,1.0
1.0,736.0,1.0
1.0,744.0,1.0
1.0,747.0,1.0
1.0,753.0,1.0
1.0,783.0,1.0
1.0,796.0,1.0
1.0,804.0,1.0
1.0,810.0,1.0
1.0,817.0,1.0
1.0,821.0,1.0
1.0,846.0,1.0
1.0,874.0,1.0
1.0,888.0,1.0
1.0,891.0,1.0
1.0,896.0,1.0
1.0,944.0,1.0
1.0,951.0,1.0
1.0,955.0,1.0
1.0,958.0,1.0
1.0,964.0,1.0
1.0,994.0,1.0
1.0,1024.0,1.0
1.0,1025.0,1.0
1.0,1028.0,1.0
1.0,1029.0,1.0
1.0,1034.0,1.0
1.0,1043.0,1.0
1.0,1051.0,1.0
1.0,1060.0,1.0
1.0,1061.0,1.0
1.0,1063.0,1.0
1.0,1065.0,1.0
1.0,1066.0,1.0
1.0,1072.0,1.0
1.0,1117.0,1.0
1.0,1128.0,1.0
1.0,1129.0,1.0
1.0,1136.0,1.0
1.0,1147.0,1.0
1.0,1148.0,1.0
1.0,1167.0,1.0
1.0,1177.0,1.0
1.0,1180.0,1.0
1.0,1186.0,1.0
1.0,1195.0,1.0
1.0,1197.0,1.0
1.0,1198.0,1.0
1.0,1232.0,1.0
1.0,1248.0,1.0
1.0,1251.0,1.0
1.0,1261.0,1.0
1.0,1267.0,1.0
1.0,1282.0,1.0
1.0,1283.0,1.0
1.0,1284.0,1.0
1.0,1285.0,1.0
1.0,1288.0,1.0
1.0,1290.0,1.0
1.0,1295.0,1.0
1.0,1302.0,1.0
1.0,1309.0,1.0
1.0,1313.0,1.0
1.0,1315.0,1.0
1.0,1316.0,1.0
1.0,1318.0,1.0
