id1,id2,sign
0,1,1.0
0,3,1.0
0,8,1.0
0,9,1.0
0,10,1.0
0,14,1.0
0,16,1.0
0,17,1.0
0,19,1.0
0,21,1.0
0,28,1.0
0,29,1.0
0,34,1.0
0,36,1.0
0,37,1.0
0,41,1.0
0,43,1.0
0,56,1.0
0,57,1.0
0,66,1.0
0,67,1.0
0,70,1.0
0,71,1.0
0,74,1.0
0,75,1.0
0,86,1.0
0,88,1.0
0,89,1.0
0,94,1.0
0,95,1.0
0,111,1.0
0,112,1.0
0,114,1.0
0,115,1.0
0,116,1.0
0,117,1.0
0,120,1.0
0,122,1.0
0,123,1.0
0,125,1.0
0,141,1.0
0,145,1.0
0,150,1.0
0,151,1.0
0,153,1.0
0,154,1.0
0,155,1.0
0,157,1.0
0,159,1.0
0,160,1.0
0,173,1.0
0,174,1.0
0,177,1.0
0,178,1.0
0,193,1.0
0,195,1.0
0,213,1.0
0,221,1.0
0,222,1.0
0,230,1.0
0,246,1.0
0,248,1.0
0,249,1.0
0,254,1.0
0,255,1.0
0,257,1.0
0,258,1.0
0,259,1.0
0,263,1.0
0,275,1.0
0,289,1.0
0,290,1.0
0,291,1.0
0,295,1.0
0,299,1.0
0,300,1.0
0,303,1.0
0,304,1.0
0,308,1.0
0,329,1.0
0,330,1.0
0,332,1.0
0,345,1.0
0,346,1.0
0,350,1.0
0,369,1.0
0,372,1.0
0,376,1.0
0,378,1.0
0,394,1.0
0,395,1.0
0,415,1.0
0,429,1.0
0,431,1.0
0,438,1.0
0,453,1.0
0,454,1.0
0,458,1.0
0,461,1.0
0,471,1.0
0,473,1.0
0,482,1.0
0,490,1.0
0,492,1.0
0,502,1.0
0,506,1.0
0,516,1.0
0,518,1.0
0,522,1.0
0,528,1.0
0,533,1.0
0,542,1.0
0,544,1.0
0,553,1.0
0,562,1.0
0,577,1.0
0,585,1.0
0,586,1.0
0,593,1.0
0,595,1.0
0,612,1.0
0,616,1.0
0,622,1.0
0,624,1.0
0,635,1.0
0,636,1.0
0,648,1.0
0,682,1.0
0,696,1.0
0,700,1.0
0,708,1.0
0,709,1.0
0,711,1.0
0,724,1.0
0,733,1.0
0,735,1.0
0,743,1.0
0,746,1.0
0,752,1.0
0,782,1.0
0,795,1.0
0,803,1.0
0,809,1.0
0,816,1.0
0,820,1.0
0,845,1.0
0,873,1.0
0,887,1.0
0,890,1.0
0,895,1.0
0,943,1.0
0,950,1.0
0,954,1.0
0,957,1.0
0,963,1.0
0,993,1.0
0,1023,1.0
0,1024,1.0
0,1027,1.0
0,1028,1.0
0,1033,1.0
0,1042,1.0
0,1050,1.0
0,1059,1.0
0,1060,1.0
0,1062,1.0
0,1064,1.0
0,1065,1.0
0,1071,1.0
0,1116,1.0
0,1127,1.0
0,1128,1.0
0,1135,1.0
0,1146,1.0
0,1147,1.0
0,1166,1.0
0,1176,1.0
0,1179,1.0
0,1185,1.0
0,1194,1.0
0,1196,1.0
0,1197,1.0
0,1231,1.0
0,1247,1.0
0,1250,1.0
0,1260,1.0
0,1266,1.0
0,1281,1.0
0,1282,1.0
0,1283,1.0
0,1284,1.0
0,1287,1.0
0,1289,1.0
0,1294,1.0
0,1301,1.0
0,1308,1.0
0,1312,1.0
0,1314,1.0
0,1315,1.0
0,1317,1.0
0,1319,1.0
0,1330,1.0
0,1335,1.0
0,1336,1.0
0,1338,1.0
0,1339,1.0
0,1341,1.0
0,1352,1.0
0,1354,1.0
0,1355,1.0
0,1357,1.0
0,1364,1.0
0,1381,1.0
0,1391,1.0
0,1412,1.0
0,1435,1.0
0,1441,1.0
0,1444,1.0
0,1456,1.0
0,1457,1.0
0,1464,1.0
0,1474,1.0
0,1481,1.0
0,1482,1.0
0,1490,1.0
0,1491,1.0
0,1492,1.0
0,1493,1.0
0,1495,1.0
0,1499,1.0
0,1501,1.0
0,1504,1.0
0,1508,1.0
0,1509,1.0
0,1518,1.0
0,1519,1.0
0,1520,1.0
0,1521,1.0
0,1524,1.0
0,1537,1.0
0,1541,1.0
0,1569,1.0
0,1572,1.0
0,1573,1.0
0,1578,1.0
0,1579,1.0
0,1582,1.0
0,1588,1.0
0,1589,1.0
0,1605,1.0
0,1707,1.0
0,1714,1.0
0,1719,1.0
0,1723,1.0
0,1735,1.0
0,1741,1.0
0,1748,1.0
0,1749,1.0
0,1759,1.0
0,1792,1.0
0,1795,1.0
0,1811,1.0
0,1821,1.0
0,1825,1.0
0,1834,1.0
0,1838,1.0
0,1839,1.0
0,1841,1.0
0,1842,1.0
0,1845,1.0
0,1846,1.0
0,1855,1.0
0,1859,1.0
0,1861,1.0
0,1866,1.0
0,1874,1.0
0,1876,1.0
0,1880,1.0
0,1884,1.0
0,1885,1.0
0,1899,1.0
0,1900,1.0
0,1922,1.0
0,1941,1.0
0,1951,1.0
0,2064,1.0
0,2089,1.0
0,2092,1.0
0,2101,1.0
